rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,local_id,target_id,range,range_timestamp,rss
1623088177648483433,,550,,1623088177,648327112,'',27259,0,1413.0,18273363.0,-80.0
1623088177663051609,,551,,1623088177,662894964,'',27259,0,2074.0,18273377.0,-81.0
1623088177678880773,,552,,1623088177,678756952,'',27259,0,1413.0,18273393.0,-80.0
1623088177690394422,,553,,1623088177,690206050,'',27259,0,2101.0,18273403.0,-81.0
1623088177700067920,,554,,1623088177,699949026,'',27259,0,1413.0,18273414.0,-80.0
1623088177709488841,,555,,1623088177,709321975,'',27259,0,2101.0,18273423.0,-81.0
1623088177729284472,,556,,1623088177,729171991,'',27259,0,1413.0,18273443.0,-80.0
1623088177738165322,,557,,1623088177,738038063,'',27259,0,2176.0,18273452.0,-81.0
1623088177748168998,,558,,1623088177,748043060,'',27259,0,1451.0,18273462.0,-80.0
1623088177763460037,,559,,1623088177,763300895,'',27259,0,2139.0,18273477.0,-81.0
1623088177778396762,,560,,1623088177,778239965,'',27259,0,1451.0,18273492.0,-80.0
1623088177799997690,,561,,1623088177,799899101,'',27259,0,2101.0,18273514.0,-81.0
1623088177813095657,,562,,1623088177,812927961,'',27259,0,1413.0,18273527.0,-80.0
1623088177829396424,,563,,1623088177,829202890,'',27259,0,2101.0,18273543.0,-81.0
1623088177844990712,,564,,1623088177,844841957,'',27259,0,1413.0,18273558.0,-80.0
1623088177863495006,,565,,1623088177,863329887,'',27259,0,2083.0,18273577.0,-81.0
1623088177874795983,,566,,1623088177,874639987,'',27259,0,1451.0,18273589.0,-80.0
1623088177893701682,,567,,1623088177,893531084,'',27259,0,2083.0,18273607.0,-81.0
1623088177906266703,,568,,1623088177,906109094,'',27259,0,1413.0,18273620.0,-80.0
1623088177923091050,,569,,1623088177,922899007,'',27259,0,2046.0,18273637.0,-81.0
1623088177934679182,,570,,1623088177,934571981,'',27259,0,1451.0,18273648.0,-80.0
1623088177952955934,,571,,1623088177,952811002,'',27259,0,2083.0,18273667.0,-81.0
1623088177964275749,,572,,1623088177,964102029,'',27259,0,1451.0,18273677.0,-80.0
1623088177973686936,,573,,1623088177,973577022,'',27259,0,2148.0,18273687.0,-81.0
1623088177983560823,,574,,1623088177,983424901,'',27259,0,1488.0,18273697.0,-80.0
1623088177993308262,,575,,1623088177,993181943,'',27259,0,2046.0,18273707.0,-81.0
1623088178003210666,,576,,1623088178,3087043,'',27259,0,1413.0,18273717.0,-80.0
1623088178013552458,,577,,1623088178,13375997,'',27259,0,2083.0,18273727.0,-81.0
1623088178023920091,,578,,1623088178,23608922,'',27259,0,1451.0,18273737.0,-80.0
1623088178033662610,,579,,1623088178,33512115,'',27259,0,2111.0,18273746.0,-81.0
1623088178043466648,,580,,1623088178,43319940,'',27259,0,1474.0,18273757.0,-80.0
1623088178053356184,,581,,1623088178,53179979,'',27259,0,2083.0,18273767.0,-81.0
1623088178063557477,,582,,1623088178,63436031,'',27259,0,1474.0,18273777.0,-80.0
1623088178073645887,,583,,1623088178,73529005,'',27259,0,2083.0,18273787.0,-81.0
1623088178083414366,,584,,1623088178,83267927,'',27259,0,1474.0,18273797.0,-80.0
1623088178095458599,,585,,1623088178,95273017,'',27259,0,2046.0,18273808.0,-81.0
1623088178113359935,,586,,1623088178,113239049,'',27259,0,1512.0,18273826.0,-80.0
1623088178123180139,,587,,1623088178,123066902,'',27259,0,2083.0,18273836.0,-81.0
1623088178133805662,,588,,1623088178,133680105,'',27259,0,1512.0,18273847.0,-80.0
1623088178143934764,,589,,1623088178,143793106,'',27259,0,2111.0,18273857.0,-81.0
1623088178153074310,,590,,1623088178,152928113,'',27259,0,1474.0,18273866.0,-80.0
1623088178164075261,,591,,1623088178,163876056,'',27259,0,2083.0,18273877.0,-81.0
1623088178174204778,,592,,1623088178,174047946,'',27259,0,1474.0,18273887.0,-80.0
1623088178183471608,,593,,1623088178,183374881,'',27259,0,2111.0,18273897.0,-81.0
1623088178193501565,,594,,1623088178,193365097,'',27259,0,1512.0,18273906.0,-80.0
1623088178203272508,,595,,1623088178,203144073,'',27259,0,2083.0,18273917.0,-81.0
1623088178213650478,,596,,1623088178,213486909,'',27259,0,1512.0,18273927.0,-80.0
1623088178224179758,,597,,1623088178,223824977,'',27259,0,2083.0,18273937.0,-81.0
1623088178233772668,,598,,1623088178,233628988,'',27259,0,1512.0,18273946.0,-80.0
1623088178243310255,,599,,1623088178,243170022,'',27259,0,2046.0,18273957.0,-81.0
1623088178253077366,,600,,1623088178,252945899,'',27259,0,1474.0,18273966.0,-80.0
1623088178263669918,,601,,1623088178,263547897,'',27259,0,2148.0,18273977.0,-81.0
1623088178273354464,,602,,1623088178,273222923,'',27259,0,1512.0,18273986.0,-80.0
1623088178283605739,,603,,1623088178,283441066,'',27259,0,2083.0,18273996.0,-81.0
1623088178293649071,,604,,1623088178,293503999,'',27259,0,1512.0,18274007.0,-80.0
1623088178302936506,,605,,1623088178,302778005,'',27259,0,2083.0,18274016.0,-81.0
1623088178312948806,,606,,1623088178,312802076,'',27259,0,1474.0,18274026.0,-80.0
1623088178323193886,,607,,1623088178,323024988,'',27259,0,2046.0,18274036.0,-81.0
1623088178332691708,,608,,1623088178,332619905,'',27259,0,1512.0,18274046.0,-80.0
1623088178343185458,,609,,1623088178,343022108,'',27259,0,2046.0,18274056.0,-81.0
1623088178352799692,,610,,1623088178,352658033,'',27259,0,1437.0,18274066.0,-80.0
1623088178364071364,,611,,1623088178,363873004,'',27259,0,2101.0,18274076.0,-81.0
1623088178373201350,,612,,1623088178,373068094,'',27259,0,1512.0,18274086.0,-80.0
1623088178382829871,,613,,1623088178,382693052,'',27259,0,2139.0,18274096.0,-81.0
1623088178393325175,,614,,1623088178,393201112,'',27259,0,1512.0,18274106.0,-80.0
1623088178403123676,,615,,1623088178,402997016,'',27259,0,2101.0,18274116.0,-81.0
1623088178413908413,,616,,1623088178,413763999,'',27259,0,1512.0,18274127.0,-80.0
1623088178423315101,,617,,1623088178,422888994,'',27259,0,2074.0,18274136.0,-81.0
1623088178433339872,,618,,1623088178,433217048,'',27259,0,1549.0,18274146.0,-80.0
1623088178442930872,,619,,1623088178,442780971,'',27259,0,2139.0,18274156.0,-81.0
1623088178453576565,,620,,1623088178,453438997,'',27259,0,1512.0,18274167.0,-80.0
1623088178464653499,,621,,1623088178,464495897,'',27259,0,2139.0,18274177.0,-81.0
1623088178484512405,,622,,1623088178,484220027,'',27259,0,1549.0,18274197.0,-80.0
1623088178494441778,,623,,1623088178,494229078,'',27259,0,2101.0,18274207.0,-81.0
1623088178504727180,,624,,1623088178,504617929,'',27259,0,1512.0,18274217.0,-80.0
1623088178514119474,,625,,1623088178,513991117,'',27259,0,2101.0,18274226.0,-81.0
1623088178524074405,,626,,1623088178,523999929,'',27259,0,1512.0,18274237.0,-80.0
1623088178533545101,,627,,1623088178,533402919,'',27259,0,2139.0,18274246.0,-81.0
1623088178544631333,,628,,1623088178,544528961,'',27259,0,1451.0,18274257.0,-80.0
1623088178554328919,,629,,1623088178,554166078,'',27259,0,2074.0,18274267.0,-81.0
1623088178564486360,,630,,1623088178,564326047,'',27259,0,1488.0,18274277.0,-80.0
1623088178573871848,,631,,1623088178,573688030,'',27259,0,2074.0,18274286.0,-81.0
1623088178584369021,,632,,1623088178,584197044,'',27259,0,1413.0,18274297.0,-80.0
1623088178594439867,,633,,1623088178,594286918,'',27259,0,2101.0,18274307.0,-81.0
1623088178603996421,,634,,1623088178,603899002,'',27259,0,1413.0,18274317.0,-80.0
1623088178613986159,,635,,1623088178,613859891,'',27259,0,2074.0,18274327.0,-81.0
1623088178624741970,,636,,1623088178,624603033,'',27259,0,1451.0,18274336.0,-80.0
1623088178634180038,,637,,1623088178,634041070,'',27259,0,2176.0,18274347.0,-81.0
1623088178643741717,,638,,1623088178,643565893,'',27259,0,1451.0,18274356.0,-80.0
1623088178654449324,,639,,1623088178,654323101,'',27259,0,2074.0,18274367.0,-81.0
1623088178664223928,,640,,1623088178,664093017,'',27259,0,1451.0,18274377.0,-80.0
1623088178674038002,,641,,1623088178,673970937,'',27259,0,2176.0,18274387.0,-81.0
1623088178684625824,,642,,1623088178,684389114,'',27259,0,1451.0,18274397.0,-80.0
1623088178694881646,,643,,1623088178,694760084,'',27259,0,2101.0,18274407.0,-81.0
1623088178704052333,,644,,1623088178,703932046,'',27259,0,1413.0,18274416.0,-80.0
1623088178714873859,,645,,1623088178,714744091,'',27259,0,2139.0,18274427.0,-81.0
1623088178724665321,,646,,1623088178,724536895,'',27259,0,1488.0,18274437.0,-80.0
1623088178734173821,,647,,1623088178,734026908,'',27259,0,2176.0,18274447.0,-81.0
1623088178744779208,,648,,1623088178,744649887,'',27259,0,1451.0,18274457.0,-80.0
1623088178755030002,,649,,1623088178,754820108,'',27259,0,2074.0,18274467.0,-81.0
1623088178765439381,,650,,1623088178,765295982,'',27259,0,1451.0,18274478.0,-80.0
1623088178774697673,,651,,1623088178,774554967,'',27259,0,2139.0,18274487.0,-82.0
1623088178784371106,,652,,1623088178,784218072,'',27259,0,1413.0,18274497.0,-80.0
1623088178795175634,,653,,1623088178,795027017,'',27259,0,2101.0,18274508.0,-81.0
1623088178805052345,,654,,1623088178,804897069,'',27259,0,1451.0,18274517.0,-80.0
1623088178815122196,,655,,1623088178,814961910,'',27259,0,2101.0,18274527.0,-81.0
1623088178825402654,,656,,1623088178,825272083,'',27259,0,1451.0,18274537.0,-80.0
1623088178834950758,,657,,1623088178,834815025,'',27259,0,2101.0,18274547.0,-81.0
1623088178845250981,,658,,1623088178,845094919,'',27259,0,1488.0,18274557.0,-80.0
1623088178855740781,,659,,1623088178,855640888,'',27259,0,2139.0,18274567.0,-81.0
1623088178865714378,,660,,1623088178,865488052,'',27259,0,1451.0,18274578.0,-80.0
1623088178875645560,,661,,1623088178,875509023,'',27259,0,2176.0,18274588.0,-81.0
1623088178885398435,,662,,1623088178,885119915,'',27259,0,1451.0,18274597.0,-80.0
1623088178895455181,,663,,1623088178,895307064,'',27259,0,2074.0,18274608.0,-81.0
1623088178905298664,,664,,1623088178,905178070,'',27259,0,1451.0,18274618.0,-80.0
1623088178915577041,,665,,1623088178,915461063,'',27259,0,2101.0,18274628.0,-81.0
1623088178925633259,,666,,1623088178,925498962,'',27259,0,1451.0,18274638.0,-80.0
1623088178935734885,,667,,1623088178,935595035,'',27259,0,2101.0,18274648.0,-81.0
1623088178945395035,,668,,1623088178,945295095,'',27259,0,1413.0,18274658.0,-80.0
1623088178955985598,,669,,1623088178,955739974,'',27259,0,2139.0,18274668.0,-81.0
1623088178966008182,,670,,1623088178,965810060,'',27259,0,1488.0,18274678.0,-81.0
1623088178982782748,,671,,1623088178,982634067,'',27259,0,2139.0,18274695.0,-81.0
1623088178996063861,,672,,1623088178,995906114,'',27259,0,1451.0,18274708.0,-80.0
1623088179006205504,,673,,1623088179,6051063,'',27259,0,2176.0,18274718.0,-81.0
1623088179015907534,,674,,1623088179,15775918,'',27259,0,1451.0,18274728.0,-80.0
1623088179033661231,,675,,1623088179,33479928,'',27259,0,2176.0,18274745.0,-81.0
1623088179045843824,,676,,1623088179,45695066,'',27259,0,1488.0,18274758.0,-80.0
1623088179056025454,,677,,1623088179,55870056,'',27259,0,2214.0,18274768.0,-81.0
1623088179066438027,,678,,1623088179,66368103,'',27259,0,1488.0,18274778.0,-80.0
1623088179082584751,,679,,1623088179,82453012,'',27259,0,2289.0,18274795.0,-81.0
1623088179095761261,,680,,1623088179,95623016,'',27259,0,1526.0,18274808.0,-80.0
1623088179106303557,,681,,1623088179,106144905,'',27259,0,2252.0,18274818.0,-82.0
1623088179116097522,,682,,1623088179,115964889,'',27259,0,1526.0,18274828.0,-80.0
1623088179132950128,,683,,1623088179,132791996,'',27259,0,2252.0,18274845.0,-82.0
1623088179146387348,,684,,1623088179,146241903,'',27259,0,1601.0,18274858.0,-80.0
1623088179156712040,,685,,1623088179,156411886,'',27259,0,2289.0,18274868.0,-82.0
1623088179166979162,,686,,1623088179,166826963,'',27259,0,1601.0,18274879.0,-80.0
1623088179182353309,,687,,1623088179,182265996,'',27259,0,2252.0,18274894.0,-83.0
1623088179195864691,,688,,1623088179,195760011,'',27259,0,1563.0,18274908.0,-80.0
1623088179206628111,,689,,1623088179,206506967,'',27259,0,2252.0,18274918.0,-82.0
1623088179216340367,,690,,1623088179,216221094,'',27259,0,1601.0,18274928.0,-80.0
1623088179233787846,,691,,1623088179,233634948,'',27259,0,2252.0,18274945.0,-82.0
1623088179247057914,,692,,1623088179,246871948,'',27259,0,1563.0,18274959.0,-80.0
1623088179257097557,,693,,1623088179,256930112,'',27259,0,2252.0,18274969.0,-83.0
1623088179266780963,,694,,1623088179,266659975,'',27259,0,1563.0,18274979.0,-80.0
1623088179282939566,,695,,1623088179,282800912,'',27259,0,2214.0,18274995.0,-83.0
1623088179297060744,,696,,1623088179,296885967,'',27259,0,1601.0,18275008.0,-80.0
1623088179306915776,,697,,1623088179,306793928,'',27259,0,2252.0,18275018.0,-82.0
1623088179317600012,,698,,1623088179,317495107,'',27259,0,1526.0,18275029.0,-80.0
1623088179333535175,,699,,1623088179,333405017,'',27259,0,2214.0,18275044.0,-82.0
1623088179347376322,,700,,1623088179,347251892,'',27259,0,1563.0,18275059.0,-80.0
1623088179357828461,,701,,1623088179,357362031,'',27259,0,2252.0,18275069.0,-83.0
1623088179367670007,,702,,1623088179,367484092,'',27259,0,1563.0,18275079.0,-80.0
1623088179382136247,,703,,1623088179,381970882,'',27259,0,2252.0,18275094.0,-83.0
1623088179397189570,,704,,1623088179,397077083,'',27259,0,1563.0,18275109.0,-80.0
1623088179407247355,,705,,1623088179,407069921,'',27259,0,2214.0,18275118.0,-82.0
1623088179418443605,,706,,1623088179,418212890,'',27259,0,1563.0,18275129.0,-80.0
1623088179432471176,,707,,1623088179,432312011,'',27259,0,2252.0,18275144.0,-82.0
1623088179447387304,,708,,1623088179,447207927,'',27259,0,1526.0,18275159.0,-80.0
1623088179457707810,,709,,1623088179,457551956,'',27259,0,2289.0,18275169.0,-82.0
1623088179467620076,,710,,1623088179,467521905,'',27259,0,1563.0,18275179.0,-80.0
1623088179482826784,,711,,1623088179,482662916,'',27259,0,2252.0,18275194.0,-83.0
1623088179498350259,,712,,1623088179,498193979,'',27259,0,1526.0,18275209.0,-80.0
1623088179507447499,,713,,1623088179,507330894,'',27259,0,2252.0,18275219.0,-82.0
1623088179518675447,,714,,1623088179,518565893,'',27259,0,1601.0,18275230.0,-80.0
1623088179538223283,,715,,1623088179,538070917,'',27259,0,2214.0,18275249.0,-82.0
1623088179547874930,,716,,1623088179,547745943,'',27259,0,1563.0,18275259.0,-80.0
1623088179558442039,,717,,1623088179,558270931,'',27259,0,2252.0,18275269.0,-83.0
1623088179567743353,,718,,1623088179,567576885,'',27259,0,1563.0,18275279.0,-80.0
1623088179587391317,,719,,1623088179,587272882,'',27259,0,2289.0,18275299.0,-82.0
1623088179597802421,,720,,1623088179,597671031,'',27259,0,1563.0,18275309.0,-80.0
1623088179607591822,,721,,1623088179,607472896,'',27259,0,2289.0,18275319.0,-82.0
1623088179617844260,,722,,1623088179,617677927,'',27259,0,1526.0,18275329.0,-80.0
1623088179638130803,,723,,1623088179,637931108,'',27259,0,2252.0,18275349.0,-83.0
1623088179647964939,,724,,1623088179,647840976,'',27259,0,1563.0,18275359.0,-80.0
1623088179662953368,,725,,1623088179,662818908,'',27259,0,2214.0,18275373.0,-82.0
1623088179673117178,,726,,1623088179,672988891,'',27259,0,1526.0,18275384.0,-80.0
1623088179687546337,,727,,1623088179,687374114,'',27259,0,2214.0,18275399.0,-82.0
1623088179700006979,,728,,1623088179,699851036,'',27259,0,1563.0,18275411.0,-80.0
1623088179716827393,,729,,1623088179,716654062,'',27259,0,2214.0,18275428.0,-83.0
1623088179734312769,,730,,1623088179,734196901,'',27259,0,1526.0,18275445.0,-80.0
1623088179744923079,,731,,1623088179,744817972,'',27259,0,2214.0,18275456.0,-83.0
1623088179754335473,,732,,1623088179,754190921,'',27259,0,1526.0,18275465.0,-80.0
1623088179772949887,,733,,1623088179,772777080,'',27259,0,2252.0,18275484.0,-82.0
1623088179782662243,,734,,1623088179,782535076,'',27259,0,1563.0,18275494.0,-80.0
1623088179793120448,,735,,1623088179,792932987,'',27259,0,2252.0,18275504.0,-82.0
1623088179802443176,,736,,1623088179,802335977,'',27259,0,1563.0,18275513.0,-80.0
1623088179814190759,,737,,1623088179,814063072,'',27259,0,2252.0,18275525.0,-82.0
1623088179832855833,,738,,1623088179,832704067,'',27259,0,1563.0,18275544.0,-80.0
1623088179841947041,,739,,1623088179,841782093,'',27259,0,2214.0,18275553.0,-82.0
1623088179852643736,,740,,1623088179,852515935,'',27259,0,1526.0,18275564.0,-80.0
1623088179862642717,,741,,1623088179,862528085,'',27259,0,2289.0,18275573.0,-82.0
1623088179872210486,,742,,1623088179,872097969,'',27259,0,1526.0,18275583.0,-80.0
1623088179883156524,,743,,1623088179,883018970,'',27259,0,2252.0,18275594.0,-82.0
1623088179892373807,,744,,1623088179,892260074,'',27259,0,1526.0,18275603.0,-80.0
1623088179902076957,,745,,1623088179,901942014,'',27259,0,2289.0,18275613.0,-82.0
1623088179912590475,,746,,1623088179,912445068,'',27259,0,1526.0,18275623.0,-80.0
1623088179922284926,,747,,1623088179,922173023,'',27259,0,2252.0,18275633.0,-82.0
1623088179931941992,,748,,1623088179,931827068,'',27259,0,1601.0,18275643.0,-80.0
1623088179942760501,,749,,1623088179,942637920,'',27259,0,2252.0,18275653.0,-82.0
1623088179953153321,,750,,1623088179,952594995,'',27259,0,1563.0,18275663.0,-80.0
1623088179962579028,,751,,1623088179,962306022,'',27259,0,2252.0,18275673.0,-82.0
1623088179972479729,,752,,1623088179,972322940,'',27259,0,1563.0,18275683.0,-80.0
1623088179982692100,,753,,1623088179,982521057,'',27259,0,2214.0,18275693.0,-82.0
1623088179992420465,,754,,1623088179,992294073,'',27259,0,1526.0,18275703.0,-80.0
1623088180002166179,,755,,1623088180,2038955,'',27259,0,2214.0,18275713.0,-82.0
1623088180012063886,,756,,1623088180,11962890,'',27259,0,1526.0,18275723.0,-80.0
1623088180023621937,,757,,1623088180,23490905,'',27259,0,2214.0,18275733.0,-82.0
1623088180042375656,,758,,1623088180,42211055,'',27259,0,1526.0,18275753.0,-80.0
1623088180052738293,,759,,1623088180,52614927,'',27259,0,2252.0,18275763.0,-82.0
1623088180062681290,,760,,1623088180,62561988,'',27259,0,1526.0,18275772.0,-80.0
1623088180073520028,,761,,1623088180,73369026,'',27259,0,2289.0,18275784.0,-82.0
1623088180092118317,,762,,1623088180,91973066,'',27259,0,1526.0,18275803.0,-80.0
1623088180102462298,,763,,1623088180,102317094,'',27259,0,2214.0,18275813.0,-82.0
1623088180112554351,,764,,1623088180,112384080,'',27259,0,1563.0,18275823.0,-80.0
1623088180122925327,,765,,1623088180,122796058,'',27259,0,2252.0,18275833.0,-82.0
1623088180131924580,,766,,1623088180,131795883,'',27259,0,1563.0,18275842.0,-80.0
1623088180142946655,,767,,1623088180,142807006,'',27259,0,2289.0,18275853.0,-82.0
1623088180152474773,,768,,1623088180,152046918,'',27259,0,1563.0,18275862.0,-80.0
1623088180162282249,,769,,1623088180,162121057,'',27259,0,2214.0,18275873.0,-82.0
1623088180172751988,,770,,1623088180,172621965,'',27259,0,1526.0,18275883.0,-80.0
1623088180182784001,,771,,1623088180,182617902,'',27259,0,2252.0,18275893.0,-82.0
1623088180192136640,,772,,1623088180,191957950,'',27259,0,1563.0,18275902.0,-80.0
1623088180202113654,,773,,1623088180,201992034,'',27259,0,2252.0,18275912.0,-82.0
1623088180212452183,,774,,1623088180,212327003,'',27259,0,1563.0,18275922.0,-80.0
1623088180222837604,,775,,1623088180,222661018,'',27259,0,2252.0,18275933.0,-82.0
1623088180232825738,,776,,1623088180,232700109,'',27259,0,1526.0,18275943.0,-80.0
1623088180242270172,,777,,1623088180,242109060,'',27259,0,2176.0,18275952.0,-82.0
1623088180252845971,,778,,1623088180,252727031,'',27259,0,1563.0,18275962.0,-80.0
1623088180263238178,,779,,1623088180,263084888,'',27259,0,2289.0,18275973.0,-82.0
1623088180272801839,,780,,1623088180,272685050,'',27259,0,1526.0,18275983.0,-80.0
1623088180282047848,,781,,1623088180,281970024,'',27259,0,2289.0,18275992.0,-82.0
1623088180292472114,,782,,1623088180,292363882,'',27259,0,1526.0,18276003.0,-80.0
1623088180302472462,,783,,1623088180,302337884,'',27259,0,2214.0,18276013.0,-83.0
1623088180313251908,,784,,1623088180,313107967,'',27259,0,1563.0,18276023.0,-80.0
1623088180323017555,,785,,1623088180,322881937,'',27259,0,2214.0,18276033.0,-82.0
1623088180332563140,,786,,1623088180,332473039,'',27259,0,1526.0,18276043.0,-80.0
1623088180342676568,,787,,1623088180,342494010,'',27259,0,2252.0,18276052.0,-83.0
1623088180352735602,,788,,1623088180,352466106,'',27259,0,1526.0,18276063.0,-80.0
1623088180363017714,,789,,1623088180,362821102,'',27259,0,2289.0,18276073.0,-83.0
1623088180373007798,,790,,1623088180,372853994,'',27259,0,1601.0,18276083.0,-80.0
1623088180382822039,,791,,1623088180,382677078,'',27259,0,2214.0,18276093.0,-82.0
1623088180393620255,,792,,1623088180,393467903,'',27259,0,1526.0,18276104.0,-80.0
1623088180402568104,,793,,1623088180,402456998,'',27259,0,2214.0,18276113.0,-82.0
1623088180418594897,,794,,1623088180,418359994,'',27259,0,1526.0,18276129.0,-80.0
1623088180433885927,,795,,1623088180,433741092,'',27259,0,2214.0,18276144.0,-82.0
1623088180443190196,,796,,1623088180,443073034,'',27259,0,1563.0,18276153.0,-80.0
1623088180452987817,,797,,1623088180,452850103,'',27259,0,2289.0,18276163.0,-83.0
1623088180462909993,,798,,1623088180,462773084,'',27259,0,1563.0,18276173.0,-80.0
1623088180473616863,,799,,1623088180,473474025,'',27259,0,2252.0,18276184.0,-82.0
1623088180484226777,,800,,1623088180,484045028,'',27259,0,1601.0,18276194.0,-80.0
1623088180501900403,,801,,1623088180,501771926,'',27259,0,2252.0,18276212.0,-83.0
1623088180513608942,,802,,1623088180,513437986,'',27259,0,1563.0,18276223.0,-80.0
1623088180523964788,,803,,1623088180,523886919,'',27259,0,2214.0,18276234.0,-86.0
1623088180533588843,,804,,1623088180,533471107,'',27259,0,1526.0,18276243.0,-80.0
1623088180543666803,,805,,1623088180,543557882,'',27259,0,2252.0,18276253.0,-83.0
1623088180554143519,,806,,1623088180,553905010,'',27259,0,1526.0,18276264.0,-80.0
1623088180563177496,,807,,1623088180,562973022,'',27259,0,2252.0,18276273.0,-83.0
1623088180574362096,,808,,1623088180,574217081,'',27259,0,1516.0,18276283.0,-80.0
1623088180583948709,,809,,1623088180,583847045,'',27259,0,2252.0,18276294.0,-85.0
1623088180593984439,,810,,1623088180,593861103,'',27259,0,1591.0,18276304.0,-80.0
1623088180603950577,,811,,1623088180,603853940,'',27259,0,2289.0,18276313.0,-82.0
1623088180614063416,,812,,1623088180,613953113,'',27259,0,1516.0,18276324.0,-80.0
1623088180624253563,,813,,1623088180,624118089,'',27259,0,2176.0,18276334.0,-83.0
1623088180633598650,,814,,1623088180,633466958,'',27259,0,1554.0,18276343.0,-80.0
1623088180644406761,,815,,1623088180,644233942,'',27259,0,2289.0,18276354.0,-83.0
1623088180653352779,,816,,1623088180,653251886,'',27259,0,1591.0,18276363.0,-80.0
1623088180664585436,,817,,1623088180,664408922,'',27259,0,2252.0,18276374.0,-83.0
1623088180674423255,,818,,1623088180,674287080,'',27259,0,1591.0,18276384.0,-80.0
1623088180684171755,,819,,1623088180,683995962,'',27259,0,2252.0,18276394.0,-83.0
1623088180694243730,,820,,1623088180,694077014,'',27259,0,1591.0,18276404.0,-80.0
1623088180704002280,,821,,1623088180,703825950,'',27259,0,2252.0,18276414.0,-83.0
1623088180714508153,,822,,1623088180,714306116,'',27259,0,1554.0,18276424.0,-80.0
1623088180724142423,,823,,1623088180,724004983,'',27259,0,2252.0,18276434.0,-82.0
1623088180733738181,,824,,1623088180,733628034,'',27259,0,1554.0,18276443.0,-80.0
1623088180744583512,,825,,1623088180,744440078,'',27259,0,2214.0,18276454.0,-83.0
1623088180754694640,,826,,1623088180,754493951,'',27259,0,1516.0,18276464.0,-80.0
1623088180764449812,,827,,1623088180,764283895,'',27259,0,2252.0,18276474.0,-83.0
1623088180774427807,,828,,1623088180,774323940,'',27259,0,1591.0,18276484.0,-80.0
1623088180784425465,,829,,1623088180,784322977,'',27259,0,2252.0,18276494.0,-82.0
1623088180794452409,,830,,1623088180,794348001,'',27259,0,1591.0,18276504.0,-80.0
1623088180804300426,,831,,1623088180,804183006,'',27259,0,2252.0,18276514.0,-83.0
1623088180815119251,,832,,1623088180,815012931,'',27259,0,1591.0,18276524.0,-80.0
1623088180825448239,,833,,1623088180,825257062,'',27259,0,2214.0,18276534.0,-83.0
